Probeset WT-miRNA - Sample ID:	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24
miR-4477a	0	0	1	1	1	0	1	3	1	0	0	0	0	0	0	52	2	1	0	0	4	0	0	0
miR-4477b	0	0	0	0	1	0	0	2	0	0	3	0	0	0	3	119	0	0	0	0	7	0	1	0
miR-4478	1	42	25	2	2	2	43	198	8	14	25	2	0	0	30	420	195	7	6	53	82	0	289	36
miR-4479	0	5	7	7	4	0	5	44	17	8	6	3	0	0	5	393	5	4	10	3	20	0	90	234
miR-448	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	2	0	1	2
miR-4480	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	25	0	1	0	0	3	0	0	0
miR-4481	0	5	3	0	1	0	1	13	1	1	3	0	0	0	5	162	1	0	3	2	9	0	52	12
miR-4482-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	1	1	4	0	0	0
miR-4482-5p	0	0	0	0	0	0	1	0	2	0	0	1	0	0	2	30	1	1	0	0	1	0	1	0
miR-4483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	18	0	0	0	0	1	0	0	1
miR-4484	0	19	18	6	4	0	4	24	36	12	17	9	0	0	19	74	24	11	10	15	37	0	33	21
miR-4485	3	3543	1875	1012	172	234	1404	9856	7708	1197	1524	832	25	18	2854	10548	1307	530	1007	582	25985	22	278	22
miR-4486	0	14	12	7	5	0	36	20	17	13	21	3	0	0	29	1703	10	6	3	7	136	0	1365	36
miR-4487	0	5	5	1	0	0	1	5	6	1	3	1	0	0	8	73	1	0	5	24	11	0	36	10
miR-4488	29	4943	6774	1476	736	109	4271	3278	838	5287	7009	1589	31	44	6895	137081	5958	2761	1664	1626	13765	52	383448	1174
miR-4489	0	0	1	0	0	0	1	10	5	1	0	1	0	0	1	22	1	0	1	1	7	0	11	11
miR-4490	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0	3
miR-4491	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	23	0	2	0	0	1	0	0	0
miR-4493	0	0	0	0	0	0	1	3	1	0	1	0	0	0	0	25	1	1	1	1	0	0	1	1
miR-4494	0	0	0	0	0	0	1	2	1	2	1	1	0	0	2	54	0	0	1	2	6	0	1	4
miR-4495	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	2	0	2	0
miR-4496	0	14	15	6	7	0	45	13	4	17	27	8	0	1	42	833	15	16	14	15	90	0	72	4
miR-4497	202	79706	79932	21269	3827	878	57655	13723	500	54151	75418	10839	136	101	88910	227504	33569	35331	16974	6852	98806	67	82939	422
miR-4498	0	2	5	3	3	1	6	4	4	3	4	2	0	0	8	300	0	6	3	3	11	0	31	7
miR-4499	0	2	1	1	0	0	5	2	0	1	5	4	0	0	4	9	0	3	0	12	7	0	30	8
miR-449a	0	1	4	0	0	0	12	5	6	1	1	0	0	0	7	25	2	2	1	1	5	0	16	9
miR-449b-3p	1	2	1	3	6	0	6	28	19	3	3	1	0	0	10	160	1	2	3	1	12	0	54	52
miR-449b-5p	0	0	4	1	1	0	4	4	7	4	3	2	0	0	4	16	1	1	1	0	4	0	18	15
miR-449c-3p	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	12	1	0	1	0	0	0	1	2
miR-449c-5p	0	0	1	0	1	0	0	1	1	1	2	0	0	0	0	13	0	0	1	0	0	0	1	2
miR-4500	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
miR-4501	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	16	0	0	0	0	0	0	0	0
miR-4502	0	0	8	4	3	0	6	12	10	8	5	1	0	0	13	431	6	0	1	5	21	0	12	10
miR-4503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
miR-4504	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	10	0	1	0	0	0	0	0	0
miR-4505	0	21	15	6	1	1	18	32	16	12	14	7	0	1	13	498	47	8	1	21	65	0	444	39
miR-4506	0	0	0	1	0	0	1	5	1	0	1	1	0	0	0	46	0	0	0	0	1	0	7	3
miR-4507	0	28	46	30	13	9	83	74	5	49	77	15	0	0	166	3307	1349	49	36	9	389	0	88	8
miR-4509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0
miR-450a-1-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	0	2	0	0	3	0	0	1
miR-450a-2-3p	0	0	2	1	1	0	3	0	1	1	2	0	0	0	2	26	2	0	1	1	5	0	0	0
miR-450a-5p	0	1	3	0	0	0	3	1	0	0	3	0	0	0	1	9	0	0	3	0	2	0	2	0
miR-450b-3p	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	16	0	0	0	1	3	0	0	0
miR-450b-5p	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
miR-4510	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	8	0	0	0	0	1	0	1	0
miR-4511	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	15	1	0	0	0	3	0	3	0
miR-4512	0	2	10	3	5	0	21	9	2	16	17	8	0	0	21	509	13	7	7	2	48	0	5	3
miR-4513	0	1	0	0	0	0	2	0	0	1	2	3	0	0	3	15	0	1	2	5	3	0	10	3
miR-4514	0	1	0	0	1	0	2	5	3	1	2	2	0	0	4	27	0	0	2	1	7	0	13	6
miR-4515	0	4	0	0	2	0	3	4	0	2	3	0	0	0	2	66	2	0	1	2	5	0	15	19
miR-4516	144	7475	8385	3175	1432	135	1262	24353	891	10387	17109	3262	32	52	9756	137961	6270	5297	6111	3865	17567	10	76882	2750
miR-4517	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	24	0	2	0	0	0	0	0	0
miR-4518	0	1	0	0	1	0	1	2	0	1	0	0	0	0	2	33	1	1	0	1	2	0	0	0
miR-4519	0	0	2	2	0	0	1	39	0	4	3	0	0	0	3	124	0	0	2	1	5	0	34	126
miR-451a	630	2	5	9	9	0	4	12	1635	3	2	5	0	0	5	7	8	2	11	176	8	0	193	0
miR-451b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	1	0	0	0	2	2
miR-4520a-5p	0	1	0	1	1	0	0	6	7	1	2	1	0	0	3	63	1	2	1	0	6	0	13	26
miR-4521	0	0	0	0	0	0	2	1	2	2	2	1	0	0	2	27	3	0	1	2	16	0	2	3
miR-4522	0	0	0	0	1	0	0	4	1	0	0	1	0	0	0	18	1	0	2	3	1	0	56	364
miR-452-3p	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	26	0	1	0	0	3	0	1	0
miR-4524a-5p	0	0	2	2	2	0	4	39	13	2	4	1	0	0	2	24	2	1	4	6	4	0	62	79
miR-4524b-5p	0	0	1	0	0	0	0	2	1	0	1	1	0	0	0	8	0	0	3	0	2	0	7	11
miR-4525	0	1	38	1	2	2	20	10	0	27	24	2	0	0	88	719	1	15	8	5	65	1	234	2
miR-452-5p	0	4	8	0	0	4	29	2	7	7	9	1	0	0	17	33	14	1	1	0	426	0	6	1
miR-4527	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	11	0	0	0	0	0	0	0	0
miR-4528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
miR-4530	0	28	27	7	3	3	90	13	1	18	21	4	0	1	49	318	43	11	12	33	116	0	101	14
miR-4531	0	0	0	0	0	0	0	2	5	1	0	0	0	0	0	0	0	0	0	1	2	0	9	3
miR-4533	0	2	3	0	0	0	3	6	0	3	1	0	0	0	3	41	1	2	0	5	6	1	9	2
miR-4534	0	27	20	33	3	0	7	275	88	14	19	12	0	0	16	103	31	9	28	414	14	0	206	77
miR-4535	0	1	1	2	0	1	8	2	0	3	2	2	0	0	4	189	4	2	2	2	13	0	24	2
miR-4536-5p	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	5	0	0	1	0	0	0	0	5
miR-4537	0	0	0	2	4	0	2	8	2	4	4	0	0	0	3	111	1	3	1	3	6	0	28	34
miR-4538	0	1	3	0	0	0	3	1	1	4	3	0	0	0	2	191	4	3	0	1	10	0	4	0
miR-4539	0	24	12	15	9	2	20	15	3	30	31	3	0	0	13	2385	14	39	19	8	127	0	14	3
miR-4540	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	1	0	1	0	1	1
miR-454-3p	0	28	72	0	0	0	244	1	7	19	34	1	0	0	200	3	150	15	2	6	123	1	1	2
miR-454-5p	0	0	4	0	1	0	7	1	1	1	3	1	0	0	8	6	2	0	0	0	5	0	3	3
miR-455-3p	0	17	41	4	0	2	171	3	0	20	41	3	0	0	154	32	33	15	8	6	376	0	1	3
miR-455-5p	0	11	18	0	0	0	70	0	0	20	20	3	0	0	57	12	42	10	2	1	78	0	1	2
miR-4632-3p	0	0	0	1	0	0	2	6	1	1	1	0	0	0	0	98	1	0	3	5	6	0	3	12
miR-4632-5p	5	31	43	43	32	0	20	197	25	45	46	34	0	0	40	3998	1141	23	47	176	39	1	14233	38
miR-4633-3p	0	0	2	3	7	1	1	84	54	3	0	3	0	0	1	139	1	0	5	7	5	0	568	642
miR-4634	4	126	258	169	105	5	108	677	175	181	225	147	2	2	317	6550	238	102	216	144	600	1	6254	1432
miR-4636	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	20	0	0	0	0	5	0	1	2
miR-4637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	1	0	1	0	0	1
miR-4638-3p	0	16	22	17	26	0	16	248	85	14	13	16	0	0	16	448	11	10	19	43	8	0	346	811
miR-4638-5p	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	28	0	0	1	0	4	0	5	2
miR-4639-3p	0	0	0	1	0	0	1	3	0	0	1	0	0	0	1	24	0	1	1	0	4	0	2	0
miR-4639-5p	0	0	0	0	0	0	1	0	0	1	0	0	0	0	2	22	0	1	1	0	2	0	0	0
miR-4640-3p	0	2	5	0	2	0	9	33	26	8	8	2	0	0	13	329	8	2	8	12	17	0	224	82
miR-4640-5p	1	14	20	671	24	4	30	3840	16	15	37	6	0	0	36	1291	15	36	23	69	52	0	183	91
miR-4641	0	0	1	0	0	0	0	1	1	0	0	0	0	0	1	18	1	0	1	0	0	0	1	0
miR-4642	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	46	0	0	1	2	5	0	3	2
miR-4643	0	0	0	0	0	0	0	1	6	1	0	0	0	0	0	10	0	0	1	0	2	0	3	1
miR-4644	0	25	13	1	0	0	4	2	2	5	8	0	0	0	4	32	0	1	2	31	2	0	3	6
miR-4645-3p	0	0	0	0	0	0	1	0	0	1	2	0	0	0	1	12	1	0	0	1	2	0	0	0
miR-4646-3p	0	1	0	1	0	0	1	9	7	1	1	2	0	0	2	28	1	2	1	0	4	0	11	15
miR-4646-5p	0	4	2	0	1	1	8	10	5	0	2	0	0	0	1	36	2	3	0	14	2	0	17	8
miR-4647	0	5	0	0	0	0	5	0	0	0	1	1	0	0	0	27	0	2	0	8	5	0	2	1
miR-4648	0	0	0	0	0	0	3	1	2	0	0	0	0	0	0	39	1	0	0	0	5	0	1	4
miR-4649-3p	0	1	0	0	2	0	4	5	2	1	1	0	0	0	1	101	2	1	4	3	2	0	5	7
miR-4649-5p	0	0	0	0	0	0	0	3	0	2	1	0	0	0	0	101	0	1	2	5	4	0	9	4
miR-4650-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	1	0	0	0	1	0	0	1
miR-4651	2	64	110	197	280	2	113	527	93	40	57	182	0	2	135	2432	403	19	301	641	74	1	1528	349
miR-4652-3p	0	0	0	2	2	1	0	6	5	0	1	0	0	0	1	22	2	0	0	0	1	0	12	5
miR-4652-5p	0	0	0	0	0	0	0	4	3	0	0	0	0	0	1	10	1	0	0	1	0	0	6	6
miR-4653-3p	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	3	1
miR-4653-5p	0	0	0	0	0	0	0	2	1	1	1	1	0	0	0	7	0	0	0	0	1	0	2	2
miR-4654	0	1	2	1	1	0	0	5	0	1	3	3	0	0	2	78	1	3	0	0	5	0	10	4
miR-4655-3p	0	1	0	1	0	0	0	3	2	4	1	1	0	0	3	68	0	1	3	0	4	0	14	26
miR-4655-5p	0	11	8	6	5	0	11	51	6	8	20	6	0	0	19	759	11	5	5	66	45	0	115	19
miR-4656	0	3	3	4	1	0	15	11	1	4	7	3	0	1	9	365	7	1	3	2	13	0	128	10
miR-4657	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	12	0	1	0	13	2	0	0	1
miR-4658	0	1	0	1	0	0	0	0	1	2	0	1	0	0	0	28	11	2	0	0	3	0	3	1
miR-4659a-5p	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	2	2
miR-4659b-5p	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	1	0	5	3
miR-466	0	0	3	2	2	0	2	1	3	1	1	1	0	0	0	180	0	1	0	1	13	0	3	3
miR-4660	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	45	0	1	0	1	2	0	0	0
miR-4661-5p	0	0	0	0	0	0	0	1	0	1	0	0	0	0	2	20	0	0	1	0	8	0	2	3
miR-4662a-3p	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	1	0	1	0	3	0	0	0
miR-4663	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	25	3	2	1	0	0	0	1	1
miR-4664-3p	0	0	0	0	0	0	0	6	1	0	0	0	0	0	1	53	0	1	5	2	5	0	47	266
miR-4664-5p	0	0	0	0	1	0	0	1	0	1	3	0	0	0	2	11	2	2	1	0	11	0	2	1
miR-4665-5p	0	1	36	4	1	0	6	26	17	1	3	4	0	0	50	74	6	4	4	3	7	0	357	453
miR-4666a-5p	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	5	0	0	0	0	1	0	0	0
miR-4666b	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0
miR-4667-3p	0	3	2	2	1	0	8	10	6	1	2	2	0	0	3	80	1	1	2	0	11	0	31	18
miR-4667-5p	0	7	5	3	1	0	13	390	22	2	9	2	0	0	5	35	3	4	2	11	8	0	92	46
miR-4668-3p	0	0	0	0	1	0	1	4	2	0	0	1	0	0	2	23	2	4	0	0	3	0	6	13
miR-4668-5p	0	0	0	0	1	0	1	5	3	1	0	1	0	0	0	7	1	0	0	0	0	0	5	10
miR-4669	0	1	3	0	0	0	6	2	3	0	2	2	0	0	3	70	0	1	2	3	14	0	12	4
miR-4670-5p	0	0	0	0	0	0	1	4	2	0	0	0	0	0	2	21	1	3	1	0	0	0	2	1
miR-4671-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	0	6	0
miR-4671-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	2	1	0	1	0	0	1
miR-4672	0	0	3	1	0	0	1	0	1	0	1	0	0	0	4	76	1	1	0	0	3	0	6	5
miR-4673	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	6	0	0	0	2	1	0	6	28
miR-4674	1	45	223	31	10	0	104	128	200	71	86	11	0	0	530	1886	77	33	22	22	80	0	1780	312
miR-4675	0	0	1	0	0	0	1	1	0	1	1	0	0	0	1	22	0	0	0	1	4	0	0	0
miR-4676-3p	1	1	1	0	1	0	3	16	10	0	0	1	0	0	1	37	2	4	3	1	7	0	48	67
miR-4677-3p	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	6	0	1	1	0	2	0	0	1
miR-4677-5p	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0	0	1	0	2	0	3	2
miR-4678	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0
miR-4679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	1
miR-4680-3p	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	2
miR-4680-5p	0	1	0	0	1	0	4	1	0	2	2	2	0	0	1	20	1	2	3	0	7	0	3	1
miR-4681	0	0	0	0	0	0	0	0	3	1	1	0	0	0	0	27	0	0	0	0	1	0	4	4
miR-4682	0	1	0	0	2	0	1	5	1	1	1	0	0	0	0	38	0	0	1	1	1	0	9	7
miR-4683	0	2	1	0	0	0	0	2	0	0	0	0	0	0	3	38	0	0	3	0	0	0	2	1
miR-4684-3p	0	0	0	1	1	0	0	5	6	0	0	1	0	0	0	18	0	0	1	0	2	0	4	6
miR-4684-5p	0	0	0	1	1	0	1	4	2	0	0	0	0	0	0	11	0	0	2	0	2	0	3	5
miR-4685-3p	0	0	2	0	1	0	3	4	0	1	2	1	0	0	3	113	0	2	5	0	9	0	8	5
miR-4685-5p	0	1	5	1	0	0	17	77	3	6	3	0	0	0	14	155	3	1	2	17	4	0	19	12
miR-4686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	3	1
miR-4687-3p	0	3	3	2	1	0	6	11	0	1	8	4	0	0	7	190	0	2	1	4	12	0	27	5
miR-4687-5p	1	24	33	24	16	3	7612	161	149	31	35	14	0	0	62	775	22	18	31	15	87	0	18461	421
miR-4688	0	9	15	21	43	1	23	55	20	14	29	15	0	0	43	273	13	7	20	137	40	0	188	24
miR-4689	0	1	1	1	1	0	1	10	5	2	1	0	0	0	3	52	0	1	1	3	2	0	65	123
miR-4690-3p	0	4	2	6	2	0	6	11	4	5	11	2	0	0	6	459	4	4	6	3	26	0	11	24
miR-4690-5p	0	11	9	5	13	0	14	52	11	16	11	4	0	0	13	1067	4	6	14	41	25	0	311	8
miR-4691-3p	0	1	1	0	0	0	0	4	1	0	0	5	0	0	0	58	2	0	3	0	4	0	4	5
miR-4691-5p	0	3	3	4	1	0	3	2	0	3	6	1	0	0	2	295	1	6	3	2	23	0	1	4
miR-4692	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	12	0	0	0	1	2	0	2	7
miR-4693-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	1	0	1	0	0	1	2
miR-4693-5p	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	4	0	0	0	0	0	0	3	6
miR-4694-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	3	0	0	1
miR-4695-3p	0	0	2	0	0	0	0	0	1	0	1	0	0	0	1	58	1	0	1	3	1	0	2	7
miR-4695-5p	0	24	28	12	4	2	36	60	7	26	29	10	0	0	27	1069	6	18	12	123	60	0	89	26
miR-4696	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	26	0	0	0	1	4	0	4	0
miR-4697-3p	0	0	0	0	2	0	0	4	7	0	2	2	0	0	0	22	0	0	1	2	0	0	12	20
miR-4697-5p	0	0	0	0	0	0	0	16	7	0	0	0	0	0	1	11	0	0	2	0	2	0	15	18
miR-4698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	0	0	0	0	0	0	2	0
miR-4699-3p	0	0	1	2	3	0	1	14	21	2	1	2	0	0	0	11	0	1	3	2	0	1	28	24
miR-4699-5p	0	0	1	2	0	0	1	20	33	3	0	4	0	0	1	25	1	0	5	3	0	0	37	46
miR-4700-5p	0	0	0	1	1	0	0	8	6	0	1	0	0	0	1	36	0	1	0	2	5	0	8	13
miR-4701-3p	0	2	1	10	0	0	1	7	0	1	5	1	0	0	1	83	3	1	0	5	7	0	9	4
miR-4701-5p	0	0	0	2	1	0	8	2	1	1	0	0	0	0	4	73	2	1	3	1	3	0	7	3
miR-4703-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
miR-4704-3p	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0
miR-4704-5p	0	0	0	0	0	0	0	2	1	0	0	0	0	0	1	25	0	1	0	0	2	0	4	5
miR-4705	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	7	1	1	0	0	0	0	3	4
miR-4706	8	1	3	1	1	1	14	5992	8	6	11	0	0	0	8	215	0	2	6	12	6	1	73	44
miR-4707-3p	0	1	5	1	0	0	5	17	17	4	6	2	0	0	1	236	1	3	6	4	1	0	50	69
miR-4707-5p	0	0	1	0	1	0	4	5	2	0	2	0	0	1	5	123	1	3	5	0	4	0	14	15
miR-4709-3p	0	0	0	0	0	0	3	0	0	1	1	0	0	0	2	15	0	0	0	0	12	0	2	0
miR-4709-5p	0	0	0	1	0	0	0	1	1	2	3	0	0	0	3	41	0	0	2	0	7	0	2	3
miR-4711-3p	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	6	0	0	0	0	1	0	1	1
miR-4712-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	2	0	0	1
miR-4713-3p	0	0	1	1	2	0	0	171	21	0	1	2	0	0	1	30	1	3	2	3	6	0	40	35
miR-4713-5p	0	0	2	2	2	0	1	24	16	1	3	3	0	0	3	66	0	1	4	0	4	0	35	38
miR-4714-5p	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	16	0	0	0	1	3	0	1	1
miR-4718	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	19	0	0	2	1	2	0	2	1
miR-4719	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	1
miR-4720-3p	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	1	0	0	0	1	0	0	6	4
miR-4720-5p	0	1	0	0	0	0	0	1	3	0	0	0	0	0	1	5	0	1	0	0	1	0	3	1
miR-4721	0	3	1	1	0	0	2	8	1	1	1	2	0	0	2	91	0	1	1	0	7	0	14	12
miR-4722-3p	0	6	9	5	1	0	6	19	8	11	21	4	0	0	11	726	3	11	6	1	35	0	32	38
miR-4722-5p	0	1	4	2	0	0	10	190	1	4	13	2	0	0	12	269	7	2	1	1	21	0	7	0
miR-4723-3p	0	0	1	3	1	0	9	12	20	4	2	1	0	0	1	213	3	3	6	4	13	0	34	21
miR-4723-5p	0	0	1	0	0	0	1	3	1	0	0	0	0	0	0	14	0	0	1	2	0	0	5	3
miR-4724-3p	0	0	0	0	1	0	2	0	0	0	2	0	0	0	0	18	0	1	1	0	2	0	1	1
miR-4725-3p	0	5	7	2	0	0	16	11	8	1	0	0	0	0	3	202	7	2	2	5	9	0	72	9
miR-4725-5p	0	1	1	0	1	0	8	9	1	5	9	1	0	0	10	419	0	3	5	10	21	0	27	22
miR-4726-3p	0	4	1	1	3	0	3	23	20	1	7	1	0	0	9	150	4	0	4	6	8	0	63	64
miR-4726-5p	0	12	7	7	14	0	17	10	7	10	11	6	0	0	8	268	1	2	12	17	11	0	35	13
miR-4727-3p	0	0	1	0	0	0	2	0	0	0	0	0	0	0	1	10	0	0	0	0	3	0	5	15
miR-4727-5p	0	0	1	1	0	0	2	4	1	0	1	0	0	0	0	41	0	0	1	0	3	0	5	31
miR-4728-3p	0	12	12	15	13	0	21	18	20	21	45	8	0	0	31	1116	9	20	19	7	48	0	21	26
miR-4728-5p	0	12	10	4	8	0	14	38	10	12	11	4	0	0	6	285	0	5	5	196	23	0	116	26
miR-4729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	1	0	1	0
miR-4730	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	22	0	0	3	3	1	0	1	2
miR-4731-3p	0	0	0	1	1	0	0	6	9	1	1	0	0	0	0	68	2	3	1	0	0	0	24	15
miR-4731-5p	0	0	0	0	2	0	2	4	2	0	1	0	0	0	3	42	1	0	1	0	4	0	11	1
miR-4732-3p	0	1	8	3	3	1	11	5	9	14	17	4	0	0	13	279	4	5	6	3	39	0	14	8
miR-4732-5p	0	0	1	0	1	0	3	2	1	0	0	0	0	0	1	31	0	2	1	1	2	0	6	7
miR-4733-3p	0	0	0	0	1	0	0	0	1	0	1	0	0	0	3	31	0	0	0	0	6	0	4	0
miR-4734	0	22	15	16	11	1	33	76	13	23	33	9	2	2	32	3232	26	12	31	12	149	0	940	46
miR-4735-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
miR-4736	36	3	2	3	16	17	65	116649	5	0	1	0	0	0	3	47	0	1	1	5	6	0	204	26
miR-4737	0	0	0	3	1	0	0	3	1	0	1	1	0	0	3	87	2	3	0	1	11	0	2	2
miR-4738-3p	0	1	0	0	0	0	5	6	2	2	2	2	0	0	1	50	1	2	1	3	4	0	18	8
miR-4738-5p	0	0	0	0	0	0	1	6	7	0	0	0	0	0	1	16	4	0	2	1	0	0	2	12
miR-4739	7	20514	4179	602	84	10	303	808	210	2746	3499	188	1	1	2842	1294	890	2419	513	3935	164	3	1707	476
miR-4741	0	14	36	43	59	1	35	304	90	38	56	47	0	0	47	600	57	18	69	69	37	0	599	647
miR-4742-3p	0	0	3	0	0	0	1	0	0	1	0	1	0	0	0	14	1	1	2	0	3	0	0	0
miR-4742-5p	0	0	1	0	0	0	0	1	2	1	3	0	0	0	0	14	0	0	0	0	1	0	3	0
miR-4743-3p	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	15	0	0	1	0	0	0	1	0
miR-4743-5p	0	1	3	0	0	0	2	6	0	4	3	3	0	0	3	63	2	1	0	18	6	0	15	7
miR-4744	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	16	0	0	1	0	0	0	0	0
miR-4745-3p	0	2	2	0	0	0	0	8	3	2	4	1	0	0	1	20	0	0	0	1	4	0	35	106
miR-4746-3p	0	1	2	1	4	0	0	24	3	2	0	4	0	0	3	116	0	3	7	1	5	0	53	128
miR-4746-5p	0	0	0	2	2	0	0	4	24	0	1	0	0	0	2	64	0	2	1	1	0	0	45	138
miR-4747-3p	0	0	0	0	0	0	0	2	4	2	0	0	0	0	1	60	0	1	3	0	2	0	10	7
miR-4747-5p	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	36	0	0	1	0	1	0	10	6
miR-4748	0	0	1	0	0	0	0	0	0	0	2	0	0	0	4	31	0	3	0	0	1	0	1	0
miR-4750-5p	0	1	3	3	1	0	0	7	0	0	1	0	0	0	1	80	1	0	1	1	4	0	11	4
miR-4751	0	0	0	0	0	0	0	3	2	0	1	0	0	0	0	12	0	0	1	1	1	0	2	2
miR-4752	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	28	0	1	2	0	1	0	0	0
miR-4753-3p	0	0	0	1	2	0	0	8	11	0	0	1	0	0	0	9	0	0	1	0	1	0	7	14
miR-4753-5p	0	2	4	5	1	0	5	22	15	0	1	0	0	0	5	58	18	2	1	1	4	0	33	30
miR-4756-5p	0	2	1	2	0	0	0	5	1	0	0	1	0	0	2	78	0	1	1	1	7	0	43	73
miR-4757-3p	0	0	5	3	7	0	3	40	23	4	4	0	0	0	1	78	1	2	4	6	3	0	66	213
miR-4757-5p	0	2	1	0	0	0	0	18	7	0	1	0	0	0	1	24	1	0	1	2	2	0	31	154
miR-4758-5p	0	19	27	6	12	0	25	70	1	23	36	4	0	0	39	978	14	18	18	18	66	0	36	12
miR-4759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	2	0	1	1
miR-4760-3p	0	0	0	0	0	0	0	9	2	0	0	0	0	0	0	4	1	0	0	1	0	0	7	22
miR-4760-5p	0	0	3	0	0	0	0	5	6	0	1	0	0	0	0	2	0	0	0	0	1	0	4	10
miR-4761-3p	0	0	0	0	0	0	0	3	1	0	2	0	0	0	0	15	0	0	0	0	1	0	6	6
