Probeset WT-miRNA - Sample ID:	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24
miR-369-3p	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-369-5p	0	0	0	1	1	0	1	6	1	0	2	0	0	0	1	28	0	0	2	1	5	0	6	1
miR-370-3p	0	5	2	1	5	0	6	4	3	5	3	2	0	0	6	153	1	3	3	86	7	0	1	5
miR-370-5p	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	40	0	1	0	0	3	0	3	6
miR-3713	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	14	0	0	0	0	1	0	1	0
miR-3714	1	0	0	2	0	0	0	8	16	0	1	1	0	0	2	44	0	1	4	0	2	0	40	186
miR-371b-3p	0	0	1	1	1	0	0	11	10	2	0	1	0	0	0	23	1	1	2	1	4	0	29	21
miR-371b-5p	0	0	0	1	4	0	2	11	11	1	1	2	0	0	1	35	1	1	1	1	2	0	16	25
miR-372-3p	0	0	1	1	0	0	0	12	23	2	0	1	0	0	1	24	0	1	1	0	3	0	23	32
miR-372-5p	0	0	0	0	0	0	1	8	2	0	0	1	0	0	2	18	0	0	0	1	1	0	3	13
miR-373-3p	0	0	0	0	0	0	0	0	2	1	0	0	0	0	2	32	1	0	2	0	3	0	0	0
miR-373-5p	0	0	0	0	0	0	1	2	1	0	0	1	0	0	1	34	0	0	1	2	0	0	3	7
miR-374a-3p	0	0	0	0	1	0	1	6	4	0	0	1	0	0	0	4	0	1	0	1	0	0	5	4
miR-374b-3p	0	0	1	5	1	0	3	27	35	0	0	6	0	0	2	22	4	0	1	2	5	0	73	114
miR-374b-5p	0	32	114	5	3	5	415	10	44	49	49	3	0	1	313	8	186	17	8	4	425	0	15	20
miR-374c-5p	0	2	1	1	0	0	5	11	15	2	1	0	0	0	6	13	1	0	1	0	7	0	31	50
miR-375	0	5	9	50	79	2	28	12	2	6	8	59	0	0	25	19	20	4	58	136	275	0	37	1
miR-376a-2-5p	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	2	5
miR-376a-3p	0	2	3	3	5	1	14	0	17	3	5	2	0	0	9	24	16	2	4	8	39	0	1	3
miR-376a-5p	0	0	0	0	0	0	2	0	0	0	0	1	0	0	1	6	1	0	0	2	5	0	1	1
miR-376b-3p	0	5	4	1	3	0	9	0	6	3	4	3	0	0	9	1	20	1	3	7	8	0	1	0
miR-376b-5p	0	1	1	0	0	0	1	8	9	0	0	0	0	0	0	8	1	0	1	2	0	0	3	11
miR-376c-3p	1	76	16	118	187	1	75	8	50	30	27	167	0	0	42	16	158	11	344	323	126	1	11	23
miR-376c-5p	0	0	0	0	2	0	0	4	3	0	1	0	0	0	0	4	1	0	1	5	1	0	1	3
miR-377-3p	0	3	4	0	2	0	10	2	3	1	4	0	0	0	6	39	5	4	1	1	44	0	15	13
miR-377-5p	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	23	0	0	1	0	2	0	3	2
miR-378a-3p	0	22	87	3	4	7	190	9	9	43	78	3	0	0	122	108	78	39	7	3	1005	0	7	1
miR-378b	0	3	12	1	0	1	33	8	9	3	13	0	1	0	18	42	6	1	4	1	64	0	21	14
miR-378c	0	2	6	0	0	0	12	0	2	5	4	0	0	0	7	38	3	3	0	0	53	0	1	0
miR-378d	0	4	29	0	1	9	64	6	5	25	31	1	0	0	61	33	28	18	5	1	376	0	2	5
miR-378e	0	7	26	1	2	6	63	5	3	15	28	0	0	2	59	43	18	10	0	2	427	1	3	2
miR-378f	0	15	36	1	2	5	85	5	13	34	40	0	0	0	76	107	49	19	1	1	492	0	5	4
miR-378g	0	17	57	1	4	7	111	10	14	36	65	1	1	1	98	216	58	13	10	1	683	0	20	7
miR-378h	0	1	3	0	1	0	7	0	0	0	4	0	0	0	7	60	2	1	2	2	15	0	2	1
miR-378i	0	12	51	1	0	11	125	13	11	42	56	1	0	2	88	48	55	16	4	0	727	1	6	10
miR-378j	0	0	1	0	0	0	4	0	0	4	0	0	0	0	0	68	0	0	0	1	3	0	2	1
miR-379-3p	0	0	0	0	1	0	0	1	0	2	0	0	0	0	0	2	0	1	2	0	1	0	1	0
miR-379-5p	0	2	0	1	4	0	3	0	0	1	0	7	0	0	6	6	2	1	4	5	19	0	1	0
miR-380-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
miR-380-5p	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	1	0
miR-381-3p	0	0	1	0	1	0	4	1	0	1	0	0	0	0	1	11	3	0	1	0	17	0	3	8
miR-381-5p	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	20	0	1	0	0	2	0	6	5
miR-382-3p	0	0	1	1	1	0	0	1	7	0	0	0	0	0	1	17	4	0	1	3	5	0	6	5
miR-382-5p	0	0	0	0	0	0	2	0	3	2	1	0	0	0	0	27	1	1	3	2	13	0	0	0
miR-383-3p	0	0	0	1	0	0	1	0	1	0	1	0	0	0	2	44	4	0	1	0	5	0	4	7
miR-383-5p	0	0	0	0	1	0	0	0	0	0	1	0	0	0	2	32	1	1	0	0	8	0	1	0
miR-384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
miR-3907	0	1	1	2	1	0	3	12	13	2	4	1	0	0	3	215	2	5	3	1	8	0	28	30
miR-3908	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	20	0	1	1	0	5	0	0	2
miR-3909	0	0	1	0	1	0	1	0	0	4	3	0	0	0	4	26	0	1	2	2	13	0	3	1
miR-3910	0	2	0	0	0	0	1	1	1	0	0	0	0	0	0	3	0	0	0	1	1	0	1	3
miR-3911	0	2	4	4	6	0	3	40	13	4	2	3	0	0	8	75	2	8	6	7	10	0	66	104
miR-3912-3p	1	0	0	1	2	0	2	10	8	3	0	0	0	0	3	7	1	1	0	0	1	0	16	25
miR-3912-5p	0	0	1	1	2	0	2	6	12	1	0	1	0	0	0	7	0	1	0	2	0	0	12	24
miR-3913-5p	0	0	0	0	0	0	2	0	1	0	0	1	0	0	0	7	0	0	0	0	0	0	0	0
miR-3914	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	22	1	0	0	1	0	0	1	2
miR-3915	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	1	0	0	0	1	0	0	0
miR-3916	0	0	4	3	0	0	4	1	1	7	1	0	0	0	5	62	0	0	0	0	5	0	2	0
miR-3917	0	2	1	1	1	0	4	265	2	2	1	0	0	1	3	137	3	0	0	0	5	0	36	68
miR-3919	0	2	0	0	0	0	0	5	4	0	1	1	0	0	0	38	0	0	0	1	1	0	4	7
miR-3920	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	2	0	0	0	1	2	0	0	0
miR-3921	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	6	0	0	0	0	2	0	2	2
miR-3922-3p	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	25	0	0	3	0	1	0	0	0
miR-3922-5p	0	1	0	0	0	0	1	10	14	2	3	0	0	0	3	72	0	1	3	2	3	0	21	37
miR-3923	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	8	1	0	0	0	3	0	0	0
miR-3924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	1
miR-3925-5p	0	1	1	0	0	0	1	0	1	3	0	0	0	0	1	40	1	2	0	1	3	0	1	1
miR-3926	0	0	2	0	0	0	1	4	1	2	3	2	0	0	1	93	1	1	3	1	5	0	3	5
miR-3927-5p	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	14	0	1	1	0	3	0	0	1
miR-3928-3p	0	0	2	0	0	0	0	4	0	0	2	0	0	0	0	63	0	0	1	1	7	0	9	6
miR-3928-5p	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	6	0	1	0	0	1	0	5	2
miR-3929	0	1	4	1	0	0	5	0	4	0	9	1	0	0	1	117	5	6	1	2	14	0	17	1
miR-3934-3p	0	0	1	0	0	0	1	0	0	2	1	1	1	0	3	93	0	1	3	0	5	0	3	1
miR-3934-5p	0	4	6	2	2	0	21	13	5	18	18	2	0	0	23	712	4	12	5	3	35	0	7	3
miR-3935	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	29	2	2	2	0	2	0	2	1
miR-3936	0	0	0	0	0	0	3	1	0	0	0	0	0	0	2	7	0	0	0	0	0	0	1	1
miR-3937	0	0	2	1	2	0	3	488	11	0	1	1	0	0	2	33	0	0	0	18	1	0	22	40
miR-3938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	1	0	1	0
miR-3939	1	0	0	2	0	0	0	1	2	1	1	0	0	0	1	13	0	0	2	1	3	0	11	20
miR-3940-5p	0	480	233	273	69	1	17	365	28	169	209	57	1	0	88	1550	36	109	86	91	49	0	434	133
miR-3941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	2
miR-3942-5p	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0
miR-3943	1	0	0	1	0	0	0	12	2	0	0	1	0	0	1	26	0	0	3	1	0	0	29	115
miR-3944-3p	0	4	1	2	2	0	5	3	0	6	6	0	0	0	3	504	1	4	5	0	17	0	10	13
miR-3944-5p	0	1	0	1	0	0	1	10	2	1	0	0	0	0	1	56	0	1	1	12	2	0	4	20
miR-3945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	1	0	0	0	2	0	1	2
miR-3960	800	29545	47868	18647	8805	206	33338	138789	13831	48291	54560	20392	81	78	45608	346973	55400	45405	27210	20129	30164	98	675214	56940
miR-3973	0	0	0	0	1	0	1	0	2	1	0	1	0	0	1	31	1	2	2	1	4	0	5	0
miR-3974	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	15	1	0	2	0	0	0	2	0
miR-3975	0	0	0	0	0	0	0	0	1	2	0	1	0	0	2	22	0	1	1	0	1	0	3	2
miR-3976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	0	0	0	1	1	0	0	0
miR-3977	0	1	1	0	0	0	2	0	0	0	2	0	0	0	5	25	1	1	2	1	2	0	0	0
miR-3978	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	50	0	0	0	0	0	0	1	2
miR-409-3p	0	1	2	2	2	0	1	6	8	1	0	3	0	0	2	33	4	0	4	2	16	0	11	5
miR-409-5p	0	0	0	0	1	0	0	2	2	0	1	0	0	0	2	11	0	0	2	1	5	0	0	0
miR-410-3p	0	0	0	0	2	0	0	1	13	0	0	2	0	0	2	6	3	0	1	4	9	1	4	4
miR-410-5p	0	1	0	2	0	0	0	2	4	2	0	0	0	0	3	61	1	0	1	0	1	0	2	3
miR-411-3p	0	1	0	0	1	0	0	0	1	0	0	0	0	0	3	19	0	0	1	0	0	0	1	1
miR-411-5p	0	0	2	3	4	0	3	1	0	0	0	3	0	0	5	7	3	1	8	13	12	0	1	0
miR-412-3p	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	29	0	1	3	1	2	0	0	0
miR-412-5p	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	30	0	1	1	0	2	0	0	0
miR-421	0	9	11	3	1	0	38	7	13	4	10	1	1	0	33	37	18	5	1	0	71	0	5	13
miR-422a	0	12	37	0	1	3	83	4	6	30	39	1	2	0	49	16	30	9	2	3	392	0	1	0
miR-424-3p	0	3	3	2	1	0	6	3	4	1	3	6	0	0	9	16	12	1	5	3	34	0	16	5
miR-424-5p	0	38	94	36	19	0	372	7	9	25	41	39	0	0	303	39	144	10	79	120	284	0	8	8
miR-4251	0	1	0	1	0	0	1	5	3	1	0	0	1	0	0	19	0	1	1	0	1	0	11	7
miR-4252	0	3	3	2	3	1	3	8	7	9	11	3	0	0	9	380	6	8	4	1	39	0	12	22
miR-4253	0	3	4	0	0	0	4	15	5	3	5	2	0	0	5	39	295	2	3	4	6	0	23	10
miR-425-3p	0	2	6	1	0	2	13	6	50	2	4	1	1	0	16	29	7	1	6	3	116	0	19	16
miR-4254	0	0	0	0	0	0	1	2	1	1	1	0	0	0	2	60	4	0	4	0	7	0	6	10
miR-4255	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	1	0
miR-425-5p	4	25	115	6	4	15	373	1	138	66	105	1	3	0	341	14	127	37	2	3	1500	0	11	4
miR-4256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	1
miR-4257	0	5	5	2	0	0	12	7	7	7	4	0	0	0	5	119	2	1	3	6	29	0	81	8
miR-4259	0	0	35	1	0	0	1	3	2	1	0	21	0	0	76	29	0	3	2	0	4	0	9	10
miR-4261	0	4	4	1	2	0	3	3	4	0	1	0	0	0	2	19	2	0	1	11	6	0	12	4
miR-4262	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	8	0	0	0	0	1	0	5	6
miR-4263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	1	0	2	5
miR-4264	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	5	0	1	1	0	2	0	3	3
miR-4265	0	3	3	7	4	0	6	24	7	10	9	4	0	0	7	298	0	6	6	1	25	0	19	35
miR-4266	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	5	0	1	3	0	1	0	9	22
miR-4267	0	0	0	0	1	1	0	6	2	1	1	0	0	0	5	65	1	1	0	4	7	0	12	12
miR-4268	0	0	1	1	0	0	0	0	0	1	1	1	0	0	3	22	0	2	2	2	4	0	3	2
miR-4269	0	1	1	4	0	0	2	7	6	4	6	2	0	0	7	355	4	3	3	0	21	0	19	30
miR-4270	0	18	8	3	1	2	10	103	11	8	8	5	0	0	8	149	5	3	10	295	24	0	55	18
miR-4271	10	263	538	341	147	3	19	4096	435	786	1054	423	1	2	141	6872	111	441	1093	2624	98	0	6644	274
miR-4272	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0	2	0	0	0	0	1	0	1	1
miR-4273	0	0	1	0	0	0	1	0	0	0	2	0	0	0	1	31	0	2	0	0	1	0	0	0
miR-4274	0	2	1	0	3	0	19	12	10	2	7	2	0	0	2	117	4	2	3	3	15	0	49	43
miR-4275	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	2
miR-4276	0	0	1	0	0	0	1	5	5	0	1	0	0	0	0	7	0	1	2	0	0	1	11	7
miR-4277	0	0	0	0	0	0	1	5	2	0	1	0	0	1	0	21	0	1	0	1	0	0	12	6
miR-4278	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	2	1	0	3	1
miR-4279	0	3	2	3	6	0	4	53	39	4	5	5	0	0	0	55	2	2	5	7	2	0	90	84
miR-4280	0	1	0	1	1	0	1	1	0	0	3	0	0	0	2	45	1	1	1	0	6	0	2	0
miR-4281	25	3017	7803	1635	1039	32	2463	3176	558	4849	7396	1173	11	9	9001	49873	939	2827	2271	3105	2288	11	89760	748
miR-4282	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	1	0	1	0	0	0	0	3	6
miR-4283	0	0	0	0	0	0	0	2	1	0	0	0	0	0	1	26	0	1	2	1	0	0	2	3
miR-4284	6	3975	1703	2170	334	695	944	2165	5719	1019	1362	2115	60	50	2321	6894	1044	622	1969	1037	95641	47	136	37
miR-4285	3	3	8	9	9	0	11	113	81	12	9	12	1	1	19	2104	22	2	20	10	35	0	368	507
miR-4286	2	48	58	68	87	249	81	91	352	46	43	41	19	25	85	4025	87	37	86	129	27367	24	1620	35
miR-4287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	1	1	0	1	0
miR-4288	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	3	0	1	0	1	0	0	0	1
miR-4289	0	0	0	0	2	0	1	1	0	1	2	0	0	0	1	26	1	2	1	5	4	0	0	0
miR-429	0	39	77	2	1	19	253	5	2	37	56	4	0	3	168	9	118	22	5	9	1563	3	2	0
miR-4290	0	0	2	1	0	0	1	5	1	0	0	0	0	0	0	27	0	1	2	2	4	0	11	3
miR-4291	0	0	3	3	6	0	2	41	37	2	3	5	0	0	1	36	0	2	1	1	6	0	79	190
miR-4292	0	7	4	4	0	0	6	17	9	9	8	2	0	0	8	677	4	4	6	1	30	0	174	29
miR-4293	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	22	0	0	2	0	3	0	3	2
miR-4294	0	4	3	1	1	0	2	12	5	1	1	2	0	0	3	36	2	1	3	5	7	0	9	21
miR-4295	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	1	0	0	1	0	1	0
miR-4296	0	0	0	1	1	0	1	3	3	2	2	1	0	0	0	32	0	1	1	0	4	0	10	12
miR-4297	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	12	0	0	0	0	4	0	1	4
miR-4299	1	0	1	1	1	0	2	7	4	1	2	0	0	0	1	48	1	0	2	1	8	0	4	6
miR-4300	0	0	0	0	0	0	1	2	6	1	0	0	0	0	0	8	0	1	0	0	0	0	6	2
miR-4301	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	1	1	0	1	1	0	0	2
miR-4302	0	0	0	0	0	0	1	1	5	2	2	1	0	0	0	58	0	1	1	0	16	0	8	9
miR-4303	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	0	0	1	0	0	0	2	0
miR-4304	1	1	1	0	1	1	1	18	20	0	4	2	0	0	0	115	2	1	1	1	12	0	26	27
miR-4305	0	0	0	0	0	0	0	2	7	0	0	0	0	0	0	8	0	0	2	0	2	0	10	17
miR-4306	11	11	18	0	1	3	73	8	615	10	25	4	0	0	70	5	33	5	6	6	296	1	14	6
miR-4307	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
miR-4308	0	0	0	1	0	0	1	2	3	0	0	0	0	0	1	1	0	0	0	0	2	0	5	6
miR-4309	0	1	1	3	3	0	1	29	23	0	1	4	0	0	1	31	1	2	1	2	2	0	72	98
miR-4310	0	0	1	0	1	0	0	13	9	1	1	0	0	0	0	22	5	0	1	1	3	0	29	14
miR-4311	0	0	0	1	0	0	4	1	3	0	0	1	0	0	3	21	1	1	0	2	5	0	8	2
miR-4312	0	1	0	1	1	0	3	4	4	5	8	0	0	0	6	103	7	5	3	1	15	0	13	10
miR-431-3p	0	0	1	0	0	0	1	0	2	0	1	1	0	0	0	24	0	1	0	1	1	0	0	2
miR-4314	0	1	2	1	0	0	2	6	3	3	1	1	0	0	0	32	1	2	2	1	6	0	6	10
miR-4315	0	0	0	1	1	0	1	2	0	2	2	1	0	0	0	57	0	2	1	2	8	0	1	9
miR-431-5p	0	0	0	1	0	1	1	1	3	0	4	0	0	0	1	38	0	2	0	2	5	0	1	2
miR-4316	0	2	3	5	2	0	5	54	53	2	2	2	0	0	6	168	4	2	6	27	4	0	4582	88
miR-4317	0	0	2	0	0	0	5	0	2	0	0	0	0	0	2	4	1	0	0	0	7	0	2	0
miR-4318	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	4	0	0	0	0	2	0	7	6
miR-4319	0	0	1	0	0	0	1	5	5	0	0	0	0	0	0	31	1	1	2	2	4	0	15	22
miR-4320	0	0	1	0	1	0	1	2	0	1	0	0	0	0	1	6	1	1	0	0	4	0	3	0
miR-4321	0	0	1	0	0	0	2	26	16	0	0	1	0	0	1	45	1	1	3	2	1	0	197	662
miR-4322	0	1	1	6	6	1	4	36	18	11	11	6	0	0	8	426	3	3	7	62	18	0	49	68
miR-432-3p	0	0	1	0	0	0	1	1	1	2	1	1	0	0	0	51	0	1	1	0	4	0	5	12
miR-4324	0	2	1	0	2	0	9	15	8	3	0	3	0	0	4	10	1	0	2	3	4	0	10	19
miR-4325	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	4	0	2	1	1	1	0	0	2
miR-432-5p	0	0	0	0	0	0	0	0	3	1	0	1	0	0	1	23	0	0	1	2	3	0	0	0
miR-4326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	8	0	4	2
miR-4327	0	2	6	2	1	2	1	8	4	5	3	1	0	0	4	101	3	1	7	59	19	0	7	12
miR-4328	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	5	0	0	2	0	0	0	3	2
miR-4329	0	0	3	3	1	0	4	17	17	1	2	1	0	0	1	32	3	1	4	2	4	0	24	18
miR-4330	0	0	1	1	0	0	0	7	4	1	2	0	0	1	2	37	0	1	3	0	2	0	15	18
miR-433-3p	0	1	0	0	0	0	1	1	2	0	1	0	0	0	0	29	0	0	0	2	4	0	0	1
miR-433-5p	0	0	0	1	0	0	0	1	1	0	1	0	0	0	1	11	0	2	1	1	1	0	0	4
miR-4417	2	145	84	18	1	1	170	30	0	72	114	12	3	1	122	1958	19	27	18	17	606	0	600	24
miR-4418	1	0	2	1	0	0	1	19	19	0	0	0	0	0	1	111	2	2	3	1	10	0	105	776
miR-4419a	0	6	5	1	0	0	8	6	1	4	0	2	0	0	4	44	2	2	0	16	21	0	1777	5
miR-4419b	0	11	2	0	0	0	10	2	1	8	3	3	0	0	2	50	2	1	1	10	12	0	26	3
miR-4420	0	0	0	0	1	0	1	1	0	2	1	0	0	0	0	37	0	1	0	1	8	0	1	0
miR-4421	0	1	7	5	7	0	4	4	3	13	14	1	0	0	17	726	2	13	4	1	40	0	3	0
miR-4422	1	0	2	0	1	0	0	2	5	0	2	0	0	0	1	38	1	1	0	0	5	0	3	7
miR-4423-3p	0	0	1	2	2	0	1	5	6	0	1	0	0	0	1	29	2	0	1	2	9	0	8	11
miR-4423-5p	0	0	1	1	1	0	1	10	3	1	0	0	0	0	3	39	0	1	2	0	2	0	12	14
miR-4424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	1	0	1	0
miR-4425	0	0	1	0	1	0	0	2	0	0	0	0	0	0	0	14	0	1	0	0	0	0	4	5
miR-4426	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	4	1	0	1	24	2	0	2	3
miR-4427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	2	0	0	0
miR-4428	0	6	2	0	0	0	4	4	3	4	4	0	0	0	6	100	1	2	0	28	20	0	10	1
miR-4429	1	154	203	6	8	9	770	68	420	154	230	11	0	2	615	106	421	90	25	16	1088	1	190	35
miR-4430	0	12	6	3	0	0	18	11	10	4	15	2	0	0	9	289	1	1	3	5	18	0	257	12
miR-4431	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	32	2	1	0	0	4	0	0	1
miR-4432	0	0	2	0	1	0	0	4	3	0	0	1	0	0	0	11	0	0	0	0	2	0	12	12
miR-4433b-5p	0	3	12	7	6	0	36	81	220	3	5	5	0	0	12	306	6	4	13	20	24	0	251	387
miR-4434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
miR-4435	0	1	0	0	0	0	1	1	4	3	1	0	0	0	4	42	2	0	1	0	5	0	8	3
miR-4436a	0	4	4	4	3	2	3	13	7	2	5	2	0	0	5	162	6	2	2	12	15	0	29	24
miR-4436b-3p	0	5	3	2	6	0	3	21	21	2	3	4	0	0	2	145	4	4	2	38	14	0	42	24
miR-4437	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	10	0	0	0	0	3	0	4	4
miR-4438	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	13	0	0	0	0	2	0	14	7
miR-4439	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	23	0	0	0	1	1	0	1	0
miR-4440	0	5	1	4	1	0	7	10	3	4	8	1	1	0	1	219	1	5	8	2	13	0	2	4
miR-4441	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2
miR-4442	0	14	18	3	2	0	13	21	2	12	15	7	0	0	25	91	6	4	6	100	36	0	47	11
miR-4443	14	17	23	34	43	9	26	182	36	35	49	14	2	1	56	12755	15	16	55	100	254	17	71525	168
miR-4444	0	4	2	1	2	0	12	1	1	1	3	1	0	0	5	97	6	3	0	6	55	0	6	8
miR-4446-3p	0	6	3	1	0	0	2	7	2	3	11	2	0	0	7	162	2	4	5	0	24	0	13	6
miR-4446-5p	0	0	0	1	0	0	3	3	2	0	3	2	0	0	6	43	2	5	2	0	12	0	4	4
miR-4447	0	0	0	1	0	0	0	4	1	0	1	0	0	0	0	43	1	0	0	2	4	0	21	19
miR-4448	4	174	27	253	32	12	239	11	36	57	107	6	2	1	65	2258	328	20	60	91	1192	1	15	2
miR-4449	1	59	117	15	5	0	159	20	19	124	183	6	0	0	215	523	23	36	8	18	62	0	755	74
miR-4450	0	0	0	1	0	0	0	2	0	1	0	0	0	0	0	33	0	2	0	5	5	0	2	0
miR-4451	0	0	0	0	1	0	3	1	0	0	0	0	0	0	0	6	0	0	1	0	4	0	2	2
miR-4452	0	1	0	0	1	0	3	0	0	3	4	0	0	0	2	131	2	0	0	2	3	0	0	0
miR-4453	0	0	0	0	1	0	1	0	0	1	2	0	0	0	1	80	0	1	0	0	6	0	1	1
miR-4454	3	115	100	79	91	132	162	189	103	144	164	73	9	8	186	8185	169	77	132	230	10035	6	4078	119
miR-4455	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	5	1	0	2	0
miR-4456	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	8	0	1	0	0	2	0	0	0
miR-4457	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
miR-4458	0	0	1	1	1	0	0	5	2	0	0	0	0	0	0	6	0	0	3	0	0	0	4	1
miR-4459	1	85	103	107	28	0	88	535	68	87	101	59	0	1	111	2837	99	66	78	374	148	0	1257	304
miR-4460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
miR-4461	0	112	521	125	39	2	124	499	1023	157	193	157	0	0	651	709	251	151	165	97	539	1	15	7
miR-4462	0	0	1	1	0	0	0	0	0	1	1	1	0	0	1	33	0	0	1	0	2	0	4	0
miR-4463	3	70	212	32	10	3	83	112	53	106	142	19	0	0	295	763	103	50	34	72	260	0	541	115
miR-4464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0
miR-4465	0	1	1	1	0	0	0	0	0	3	0	0	0	0	0	22	1	0	1	2	4	0	3	6
miR-4466	148	2243	3271	2154	1906	40	610	15112	23002	2607	2907	2113	15	14	2435	79726	2984	1494	3195	4381	3076	12	80819	5898
miR-4467	0	0	1	1	1	0	1	15	4	1	0	0	0	0	0	25	0	2	1	0	1	0	4	10
miR-4468	0	1	0	0	1	0	4	3	0	1	1	1	0	0	2	13	7	3	0	0	10	0	9	1
miR-4469	1	1	0	1	5	0	2	69	63	3	1	2	0	0	2	144	2	1	4	6	0	0	810	2417
miR-4470	0	1	0	0	0	0	1	0	0	1	2	1	0	0	1	46	0	1	1	1	3	0	0	2
miR-4471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	1	0	0	0
miR-4472	0	1	0	0	1	0	0	0	1	1	3	1	0	0	4	43	1	1	0	1	5	0	0	3
miR-4473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	13	0	0	0	0	2	0	3	2
miR-4474-3p	0	1	0	0	0	0	0	2	3	0	1	1	0	0	0	18	0	0	3	2	2	0	4	2
miR-4475	0	0	1	1	0	0	1	1	1	0	2	0	0	0	1	29	3	0	2	1	0	0	4	5
miR-4476	0	0	0	1	0	0	2	3	1	1	1	0	0	0	1	62	1	1	0	1	4	0	5	3
